Sample,ACCUMULATION_LEVEL,READS_USED,GC,WINDOWS,READ_STARTS,MEAN_BASE_QUALITY,NORMALIZED_COVERAGE,ERROR_BAR_WIDTH,SAMPLE,LIBRARY,READ_GROUP
CAP41WGS_MO034,All Reads,ALL,4,164256,40,8,0.003585,0.000567,,,
CAP41WGS_MO034,All Reads,ALL,5,169310,52,10,0.004522,0.000627,,,
CAP41WGS_MO034,All Reads,ALL,6,190654,147,10,0.011352,0.000936,,,
CAP41WGS_MO034,All Reads,ALL,7,204746,202,10,0.014526,0.001022,,,
CAP41WGS_MO034,All Reads,ALL,8,232995,230,10,0.014534,0.000958,,,
CAP41WGS_MO034,All Reads,ALL,9,259590,362,10,0.020532,0.001079,,,
CAP41WGS_MO034,All Reads,ALL,10,302920,509,10,0.02474,0.001097,,,
CAP41WGS_MO034,All Reads,ALL,48,75098809,6545001,7,1.283153,0.000502,,,
CAP41WGS_MO034,All Reads,ALL,11,368095,637,10,0.025479,0.00101,,,
CAP41WGS_MO034,All Reads,ALL,13,625571,1190,10,0.028007,0.000812,,,
CAP41WGS_MO034,All Reads,ALL,14,882957,1898,10,0.031649,0.000726,,,
CAP41WGS_MO034,All Reads,ALL,15,1295451,2989,10,0.033971,0.000621,,,
CAP41WGS_MO034,All Reads,ALL,16,1934534,4600,10,0.035009,0.000516,,,
CAP41WGS_MO034,All Reads,ALL,17,2903580,7468,10,0.037868,0.000438,,,
CAP41WGS_MO034,All Reads,ALL,18,4351124,12602,10,0.042642,0.00038,,,
CAP41WGS_MO034,All Reads,ALL,19,6421186,20498,9,0.047,0.000328,,,
CAP41WGS_MO034,All Reads,ALL,20,9272096,32634,9,0.05182,0.000287,,,
CAP41WGS_MO034,All Reads,ALL,21,13036310,52122,9,0.058867,0.000258,,,
CAP41WGS_MO034,All Reads,ALL,22,17792869,79208,9,0.065543,0.000233,,,
CAP41WGS_MO034,All Reads,ALL,12,476417,867,9,0.026794,0.00091,,,
CAP41WGS_MO034,All Reads,ALL,49,71799062,6607425,7,1.354925,0.000527,,,
CAP41WGS_MO034,All Reads,ALL,0,137628,2611,7,0.27932,0.005466,,,
CAP41WGS_MO034,All Reads,ALL,51,62773212,6569020,6,1.540735,0.000601,,,
CAP41WGS_MO034,All Reads,ALL,78,817829,369367,5,6.649629,0.010941,,,
CAP41WGS_MO034,All Reads,ALL,79,712822,292118,5,6.033636,0.011163,,,
CAP41WGS_MO034,All Reads,ALL,80,607258,226250,5,5.485512,0.011532,,,
CAP41WGS_MO034,All Reads,ALL,81,510873,171859,4,4.952919,0.011947,,,
CAP41WGS_MO034,All Reads,ALL,82,429147,127767,4,4.383434,0.012263,,,
CAP41WGS_MO034,All Reads,ALL,83,353190,89726,4,3.740346,0.012487,,,
CAP41WGS_MO034,All Reads,ALL,84,276592,60626,4,3.227165,0.013107,,,
CAP41WGS_MO034,All Reads,ALL,85,201005,38329,4,2.807518,0.01434,,,
CAP41WGS_MO034,All Reads,ALL,50,67632983,6608652,7,1.438653,0.00056,,,
CAP41WGS_MO034,All Reads,ALL,87,88181,14015,4,2.340022,0.019766,,,
CAP41WGS_MO034,All Reads,ALL,88,60854,8291,4,2.005948,0.02203,,,
CAP41WGS_MO034,All Reads,ALL,89,39446,4541,4,1.694925,0.025152,,,
CAP41WGS_MO034,All Reads,ALL,90,25762,2805,4,1.60308,0.030268,,,
CAP41WGS_MO034,All Reads,ALL,91,16609,1647,4,1.459997,0.035975,,,
CAP41WGS_MO034,All Reads,ALL,92,9922,1134,4,1.682735,0.04997,,,
CAP41WGS_MO034,All Reads,ALL,93,6255,739,4,1.739478,0.063988,,,
CAP41WGS_MO034,All Reads,ALL,94,3553,665,5,2.755677,0.106861,,,
CAP41WGS_MO034,All Reads,ALL,95,1701,505,7,4.371082,0.194511,,,
CAP41WGS_MO034,All Reads,ALL,96,986,345,8,5.151623,0.277354,,,
CAP41WGS_MO034,All Reads,ALL,97,658,1078,10,24.120967,0.734658,,,
CAP41WGS_MO034,All Reads,ALL,98,328,1347,10,60.463823,1.647448,,,
CAP41WGS_MO034,All Reads,ALL,77,919915,454141,5,7.268501,0.010786,,,
CAP41WGS_MO034,All Reads,ALL,76,1047677,556428,5,7.81958,0.010483,,,
CAP41WGS_MO034,All Reads,ALL,86,134431,23105,4,2.530512,0.016648,,,
CAP41WGS_MO034,All Reads,ALL,74,1450253,839029,5,8.517949,0.009299,,,
CAP41WGS_MO034,All Reads,ALL,75,1217720,681432,5,8.239046,0.009981,,,
CAP41WGS_MO034,All Reads,ALL,53,53057696,6403733,6,1.776997,0.000702,,,
CAP41WGS_MO034,All Reads,ALL,54,48882375,6316159,6,1.902403,0.000757,,,
CAP41WGS_MO034,All Reads,ALL,55,45201564,6196553,6,2.01836,0.000811,,,
CAP41WGS_MO034,All Reads,ALL,56,41654980,6072904,6,2.146502,0.000871,,,
CAP41WGS_MO034,All Reads,ALL,57,37884218,5912044,6,2.297636,0.000945,,,
CAP41WGS_MO034,All Reads,ALL,58,33727560,5756234,6,2.512785,0.001047,,,
CAP41WGS_MO034,All Reads,ALL,59,29225947,5545451,6,2.793638,0.001186,,,
CAP41WGS_MO034,All Reads,ALL,60,24712094,5315416,6,3.166865,0.001374,,,
CAP41WGS_MO034,All Reads,ALL,61,20544801,5041031,6,3.612595,0.001609,,,
CAP41WGS_MO034,All Reads,ALL,62,16987338,4740435,6,4.108608,0.001887,,,
CAP41WGS_MO034,All Reads,ALL,52,57747767,6501013,6,1.657478,0.00065,,,
CAP41WGS_MO034,All Reads,ALL,64,11623423,4063350,6,5.146975,0.002553,,,
CAP41WGS_MO034,All Reads,ALL,65,9600303,3692301,6,5.662576,0.002947,,,
CAP41WGS_MO034,All Reads,ALL,66,7922087,3329483,6,6.18784,0.003391,,,
CAP41WGS_MO034,All Reads,ALL,67,6448434,2941786,5,6.716742,0.003916,,,
CAP41WGS_MO034,All Reads,ALL,68,5168154,2550060,5,7.264685,0.004549,,,
CAP41WGS_MO034,All Reads,ALL,69,4144924,2182073,5,7.750943,0.005247,,,
CAP41WGS_MO034,All Reads,ALL,70,3331053,1839080,5,8.128697,0.005994,,,
CAP41WGS_MO034,All Reads,ALL,71,2669917,1519846,5,8.381151,0.006798,,,
CAP41WGS_MO034,All Reads,ALL,72,2160214,1252932,5,8.539503,0.007629,,,
CAP41WGS_MO034,All Reads,ALL,73,1761175,1028334,5,8.596735,0.008477,,,
CAP41WGS_MO034,All Reads,ALL,63,14048460,4397964,6,4.609192,0.002198,,,
CAP41WGS_MO035,All Reads,ALL,66,7922087,2928840,6,5.416534,0.003165,,,
CAP41WGS_MO035,All Reads,ALL,67,6448434,2582354,5,5.867146,0.003651,,,
CAP41WGS_MO035,All Reads,ALL,68,5168154,2236819,5,6.341044,0.00424,,,
CAP41WGS_MO035,All Reads,ALL,73,1761175,906224,5,7.538735,0.007919,,,
CAP41WGS_MO035,All Reads,ALL,70,3331053,1610539,5,7.083618,0.005582,,,
CAP41WGS_MO035,All Reads,ALL,71,2669917,1332379,5,7.311314,0.006334,,,
CAP41WGS_MO035,All Reads,ALL,72,2160214,1096595,5,7.437293,0.007102,,,
CAP41WGS_MO035,All Reads,ALL,65,9600303,3265075,6,4.982802,0.002758,,,
CAP41WGS_MO035,All Reads,ALL,69,4144924,1907953,5,6.743984,0.004882,,,
CAP41WGS_MO035,All Reads,ALL,64,11623423,3600638,6,4.538484,0.002392,,,
CAP41WGS_MO035,All Reads,ALL,59,29225947,5069962,6,2.541567,0.001129,,,
CAP41WGS_MO035,All Reads,ALL,62,16987338,4239553,6,3.656454,0.001776,,,
CAP41WGS_MO035,All Reads,ALL,61,20544801,4545556,6,3.241533,0.00152,,,
CAP41WGS_MO035,All Reads,ALL,60,24712094,4816000,6,2.855238,0.001301,,,
CAP41WGS_MO035,All Reads,ALL,58,33727560,5293579,6,2.299481,0.000999,,,
CAP41WGS_MO035,All Reads,ALL,57,37884218,5493543,6,2.124514,0.000906,,,
CAP41WGS_MO035,All Reads,ALL,56,41654980,5691237,6,2.001728,0.000839,,,
CAP41WGS_MO035,All Reads,ALL,55,45201564,5877674,6,1.905099,0.000786,,,
CAP41WGS_MO035,All Reads,ALL,54,48882375,6026183,6,1.806157,0.000736,,,
CAP41WGS_MO035,All Reads,ALL,53,53057696,6170722,6,1.703935,0.000686,,,
CAP41WGS_MO035,All Reads,ALL,63,14048460,3912475,6,4.080264,0.002063,,,
CAP41WGS_MO035,All Reads,ALL,74,1450253,739642,5,7.472109,0.008688,,,
CAP41WGS_MO035,All Reads,ALL,98,328,1397,11,62.400485,1.669513,,,
CAP41WGS_MO035,All Reads,ALL,76,1047677,496569,5,6.944126,0.009854,,,
CAP41WGS_MO035,All Reads,ALL,52,57747767,6319891,6,1.603392,0.000638,,,
CAP41WGS_MO035,All Reads,ALL,97,658,1096,10,24.403385,0.737131,,,
CAP41WGS_MO035,All Reads,ALL,96,986,366,8,5.43838,0.284269,,,
CAP41WGS_MO035,All Reads,ALL,95,1701,592,8,5.098974,0.209567,,,
CAP41WGS_MO035,All Reads,ALL,94,3553,623,5,2.568965,0.102923,,,
CAP41WGS_MO035,All Reads,ALL,93,6255,690,4,1.616171,0.061527,,,
CAP41WGS_MO035,All Reads,ALL,92,9922,1132,4,1.671524,0.049681,,,
CAP41WGS_MO035,All Reads,ALL,91,16609,1807,4,1.59397,0.037497,,,
CAP41WGS_MO035,All Reads,ALL,90,25762,3063,4,1.741939,0.031475,,,
CAP41WGS_MO035,All Reads,ALL,89,39446,4762,4,1.76869,0.025631,,,
CAP41WGS_MO035,All Reads,ALL,75,1217720,608784,5,7.324554,0.009387,,,
CAP41WGS_MO035,All Reads,ALL,88,60854,8855,4,2.13189,0.022655,,,
CAP41WGS_MO035,All Reads,ALL,86,134431,22777,4,2.482347,0.016448,,,
CAP41WGS_MO035,All Reads,ALL,85,201005,37243,4,2.714583,0.014066,,,
CAP41WGS_MO035,All Reads,ALL,84,276592,58022,4,3.073396,0.012759,,,
CAP41WGS_MO035,All Reads,ALL,83,353190,84553,4,3.507406,0.012062,,,
CAP41WGS_MO035,All Reads,ALL,82,429147,119688,4,4.086109,0.011811,,,
CAP41WGS_MO035,All Reads,ALL,81,510873,157490,4,4.516536,0.011381,,,
CAP41WGS_MO035,All Reads,ALL,80,607258,205834,5,4.966029,0.010946,,,
CAP41WGS_MO035,All Reads,ALL,79,712822,266353,5,5.474468,0.010608,,,
CAP41WGS_MO035,All Reads,ALL,78,817829,334085,5,5.984941,0.010355,,,
CAP41WGS_MO035,All Reads,ALL,77,919915,410699,5,6.540958,0.010207,,,
CAP41WGS_MO035,All Reads,ALL,87,88181,14214,4,2.361602,0.019808,,,
CAP41WGS_MO035,All Reads,ALL,51,62773212,6474435,6,1.511099,0.000594,,,
CAP41WGS_MO035,All Reads,ALL,27,55200587,620270,9,0.164628,0.000209,,,
CAP41WGS_MO035,All Reads,ALL,50,67632983,6582319,7,1.425889,0.000556,,,
CAP41WGS_MO035,All Reads,ALL,22,17792869,112361,9,0.09252,0.000276,,,
CAP41WGS_MO035,All Reads,ALL,21,13036310,75662,9,0.085033,0.000309,,,
CAP41WGS_MO035,All Reads,ALL,20,9272096,48270,9,0.076272,0.000347,,,
CAP41WGS_MO035,All Reads,ALL,19,6421186,30602,10,0.069823,0.000399,,,
CAP41WGS_MO035,All Reads,ALL,18,4351124,18339,10,0.06175,0.000456,,,
CAP41WGS_MO035,All Reads,ALL,17,2903580,11238,10,0.056705,0.000535,,,
CAP41WGS_MO035,All Reads,ALL,16,1934534,7136,10,0.054044,0.00064,,,
CAP41WGS_MO035,All Reads,ALL,15,1295451,4585,10,0.051854,0.000766,,,
CAP41WGS_MO035,All Reads,ALL,14,882957,3015,9,0.050028,0.000911,,,
CAP41WGS_MO035,All Reads,ALL,13,625571,1987,10,0.046536,0.001044,,,
CAP41WGS_MO035,All Reads,ALL,12,476417,1578,9,0.048527,0.001222,,,
CAP41WGS_MO035,All Reads,ALL,11,368095,1176,9,0.046807,0.001365,,,
CAP41WGS_MO035,All Reads,ALL,10,302920,908,10,0.043916,0.001457,,,
CAP41WGS_MO035,All Reads,ALL,9,259590,643,9,0.03629,0.001431,,,
CAP41WGS_MO035,All Reads,ALL,8,232995,437,9,0.027479,0.001314,,,
CAP41WGS_MO035,All Reads,ALL,7,204746,393,10,0.028122,0.001419,,,
CAP41WGS_MO035,All Reads,ALL,6,190654,258,10,0.019826,0.001234,,,
CAP41WGS_MO035,All Reads,ALL,5,169310,118,10,0.010211,0.00094,,,
CAP41WGS_MO035,All Reads,ALL,4,164256,71,10,0.006333,0.000752,,,
CAP41WGS_MO035,All Reads,ALL,3,148757,47,9,0.004629,0.000675,,,
CAP41WGS_MO035,All Reads,ALL,99,133,323,10,35.580847,1.979771,,,
CAP41WGS_MO035,All Reads,ALL,23,23610800,167282,9,0.103802,0.000254,,,
CAP41WGS_MO035,All Reads,ALL,24,30464428,240900,9,0.115854,0.000236,,,
CAP41WGS_MO035,All Reads,ALL,25,38195011,335011,9,0.128504,0.000222,,,
CAP41WGS_MO035,All Reads,ALL,26,46511797,461534,9,0.14538,0.000214,,,
CAP41WGS_MO035,All Reads,ALL,49,71799062,6639945,7,1.354912,0.000526,,,
CAP41WGS_MO035,All Reads,ALL,48,75098809,6652551,7,1.297838,0.000503,,,
CAP41WGS_MO035,All Reads,ALL,47,77805265,6613686,7,1.245375,0.000484,,,
CAP41WGS_MO035,All Reads,ALL,46,80500873,6554553,7,1.192911,0.000466,,,
CAP41WGS_MO035,All Reads,ALL,45,83867340,6481312,7,1.132232,0.000445,,,
CAP41WGS_MO035,All Reads,ALL,44,88231115,6366834,7,1.057224,0.000419,,,
CAP41WGS_MO035,All Reads,ALL,43,93641152,6209564,7,0.971538,0.00039,,,
CAP41WGS_MO035,All Reads,ALL,42,99687188,6037851,7,0.887378,0.000361,,,
CAP41WGS_MO035,All Reads,ALL,41,105557564,5819495,7,0.807721,0.000335,,,
CAP41WGS_MO035,All Reads,ALL,40,110526771,5552971,7,0.736077,0.000312,,,
CAP41WGS_MO035,All Reads,ALL,0,137628,3492,7,0.371734,0.006291,,,
CAP41WGS_MO035,All Reads,ALL,39,114081347,5209963,7,0.669091,0.000293,,,
CAP41WGS_MO035,All Reads,ALL,37,116323554,4360508,8,0.549205,0.000263,,,
CAP41WGS_MO035,All Reads,ALL,36,114484260,3887958,8,0.497555,0.000252,,,
CAP41WGS_MO035,All Reads,ALL,35,110997872,3399599,8,0.448723,0.000243,,,
CAP41WGS_MO035,All Reads,ALL,34,106580575,2919659,8,0.401346,0.000235,,,
CAP41WGS_MO035,All Reads,ALL,33,101272012,2479062,8,0.358644,0.000228,,,
CAP41WGS_MO035,All Reads,ALL,32,95175441,2062286,8,0.31746,0.000221,,,
CAP41WGS_MO035,All Reads,ALL,31,88276440,1685161,8,0.27968,0.000215,,,
CAP41WGS_MO035,All Reads,ALL,30,80672875,1350117,8,0.245194,0.000211,,,
CAP41WGS_MO035,All Reads,ALL,29,72520266,1068676,8,0.2159,0.000209,,,
CAP41WGS_MO035,All Reads,ALL,28,63970372,821282,9,0.188096,0.000208,,,
CAP41WGS_MO035,All Reads,ALL,38,116105623,4814838,8,0.607567,0.000277,,,
CAP41WGS_MO035,All Reads,ALL,100,339,4,3,0.172872,0.086436,,,
CAP41WGS_MO035,All Reads,UNIQUE,49,71799062,3164042,7,1.327822,0.000746,,,
CAP41WGS_MO035,All Reads,UNIQUE,1,100510,21,9,0.006295,0.001374,,,
CAP41WGS_MO035,All Reads,UNIQUE,73,1761175,405217,5,6.932685,0.010891,,,
CAP41WGS_MO035,All Reads,UNIQUE,72,2160214,487453,5,6.799114,0.009738,,,
CAP41WGS_MO035,All Reads,UNIQUE,71,2669917,587756,5,6.633086,0.008652,,,
CAP41WGS_MO035,All Reads,UNIQUE,70,3331053,710349,5,6.425495,0.007624,,,
CAP41WGS_MO035,All Reads,UNIQUE,69,4144924,843442,5,6.131334,0.006676,,,
CAP41WGS_MO035,All Reads,UNIQUE,68,5168154,991427,5,5.780184,0.005805,,,
CAP41WGS_MO035,All Reads,UNIQUE,67,6448434,1147151,5,5.360221,0.005005,,,
CAP41WGS_MO035,All Reads,UNIQUE,66,7922087,1307180,5,4.971783,0.004349,,,
CAP41WGS_MO035,All Reads,UNIQUE,65,9600303,1461955,6,4.588444,0.003795,,,
CAP41WGS_MO035,All Reads,UNIQUE,64,11623423,1617315,6,4.192537,0.003297,,,
CAP41WGS_MO035,All Reads,UNIQUE,63,14048460,1766116,6,3.787973,0.00285,,,
CAP41WGS_MO035,All Reads,UNIQUE,62,16987338,1921782,6,3.40875,0.002459,,,
CAP41WGS_MO035,All Reads,UNIQUE,61,20544801,2068429,6,3.033577,0.002109,,,
CAP41WGS_MO035,All Reads,UNIQUE,60,24712094,2208595,6,2.692916,0.001812,,,
CAP41WGS_MO035,All Reads,UNIQUE,59,29225947,2338241,6,2.410666,0.001576,,,
CAP41WGS_MO035,All Reads,UNIQUE,58,33727560,2452600,6,2.19108,0.001399,,,
CAP41WGS_MO035,All Reads,UNIQUE,57,37884218,2554988,6,2.032108,0.001271,,,
CAP41WGS_MO035,All Reads,UNIQUE,56,41654980,2649696,6,1.916662,0.001177,,,
CAP41WGS_MO035,All Reads,UNIQUE,55,45201564,2743127,6,1.828558,0.001104,,,
CAP41WGS_MO035,All Reads,UNIQUE,54,48882375,2820901,6,1.738809,0.001035,,,
CAP41WGS_MO035,All Reads,UNIQUE,53,53057696,2901192,6,1.647572,0.000967,,,
CAP41WGS_MO035,All Reads,UNIQUE,74,1450253,335360,5,6.96761,0.012032,,,
CAP41WGS_MO035,All Reads,UNIQUE,52,57747767,2982067,6,1.55596,0.000901,,,
CAP41WGS_MO035,All Reads,UNIQUE,75,1217720,279949,5,6.927042,0.013092,,,
CAP41WGS_MO035,All Reads,UNIQUE,77,919915,196800,5,6.446051,0.014531,,,
CAP41WGS_MO035,All Reads,UNIQUE,98,328,1344,11,123.464405,3.367768,,,
CAP41WGS_MO035,All Reads,UNIQUE,97,658,1053,10,48.219069,1.485951,,,
CAP41WGS_MO035,All Reads,UNIQUE,96,986,336,9,10.267831,0.560156,,,
CAP41WGS_MO035,All Reads,UNIQUE,95,1701,519,8,9.193468,0.403548,,,
CAP41WGS_MO035,All Reads,UNIQUE,94,3553,518,6,4.392896,0.193013,,,
CAP41WGS_MO035,All Reads,UNIQUE,93,6255,519,5,2.500094,0.109742,,,
CAP41WGS_MO035,All Reads,UNIQUE,92,9922,844,4,2.563065,0.088224,,,
CAP41WGS_MO035,All Reads,UNIQUE,91,16609,1319,4,2.392862,0.065886,,,
CAP41WGS_MO035,All Reads,UNIQUE,90,25762,2162,4,2.528672,0.054383,,,
CAP41WGS_MO035,All Reads,UNIQUE,89,39446,3320,4,2.536013,0.044013,,,
CAP41WGS_MO035,All Reads,UNIQUE,88,60854,6050,4,2.995591,0.038513,,,
CAP41WGS_MO035,All Reads,UNIQUE,87,88181,9357,4,3.19726,0.033053,,,
CAP41WGS_MO035,All Reads,UNIQUE,86,134431,14075,4,3.154753,0.026591,,,
CAP41WGS_MO035,All Reads,UNIQUE,85,201005,21916,4,3.285268,0.022192,,,
CAP41WGS_MO035,All Reads,UNIQUE,84,276592,33613,4,3.66171,0.019972,,,
CAP41WGS_MO035,All Reads,UNIQUE,83,353190,46226,4,3.943613,0.018342,,,
CAP41WGS_MO035,All Reads,UNIQUE,82,429147,64446,4,4.524871,0.017824,,,
CAP41WGS_MO035,All Reads,UNIQUE,81,510873,81478,4,4.805557,0.016835,,,
CAP41WGS_MO035,All Reads,UNIQUE,80,607258,103033,5,5.112337,0.015927,,,
CAP41WGS_MO035,All Reads,UNIQUE,79,712822,132661,5,5.607619,0.015396,,,
CAP41WGS_MO035,All Reads,UNIQUE,78,817829,162693,5,5.994082,0.014861,,,
CAP41WGS_MO035,All Reads,UNIQUE,76,1047677,231572,5,6.660011,0.01384,,,
CAP41WGS_MO035,All Reads,UNIQUE,51,62773212,3067288,6,1.472301,0.000841,,,
CAP41WGS_MO035,All Reads,UNIQUE,50,67632983,3126841,6,1.39304,0.000788,,,
CAP41WGS_MO035,All Reads,ALL,2,116883,26,9,0.003259,0.000639,,,
CAP41WGS_MO035,All Reads,UNIQUE,22,17792869,79565,9,0.134739,0.000478,,,
CAP41WGS_MO035,All Reads,UNIQUE,21,13036310,54386,9,0.125704,0.000539,,,
CAP41WGS_MO035,All Reads,UNIQUE,20,9272096,35196,9,0.114375,0.00061,,,
CAP41WGS_MO035,All Reads,UNIQUE,19,6421186,22660,10,0.106331,0.000706,,,
CAP41WGS_MO035,All Reads,UNIQUE,18,4351124,13724,10,0.095038,0.000811,,,
CAP41WGS_MO035,All Reads,UNIQUE,17,2903580,8441,10,0.087594,0.000953,,,
CAP41WGS_MO035,All Reads,UNIQUE,16,1934534,5425,10,0.084497,0.001147,,,
CAP41WGS_MO035,All Reads,UNIQUE,15,1295451,3511,10,0.081663,0.001378,,,
CAP41WGS_MO035,All Reads,UNIQUE,14,882957,2373,9,0.080979,0.001662,,,
CAP41WGS_MO035,All Reads,UNIQUE,13,625571,1607,9,0.077403,0.001931,,,
CAP41WGS_MO035,All Reads,UNIQUE,12,476417,1301,9,0.082282,0.002281,,,
CAP41WGS_MO035,All Reads,UNIQUE,11,368095,970,9,0.079401,0.002549,,,
CAP41WGS_MO035,All Reads,UNIQUE,10,302920,763,10,0.075895,0.002748,,,
CAP41WGS_MO035,All Reads,UNIQUE,9,259590,545,9,0.063259,0.00271,,,
CAP41WGS_MO035,All Reads,UNIQUE,8,232995,374,9,0.048366,0.002501,,,
CAP41WGS_MO035,All Reads,UNIQUE,7,204746,328,10,0.04827,0.002665,,,
CAP41WGS_MO035,All Reads,UNIQUE,6,190654,237,10,0.037456,0.002433,,,
CAP41WGS_MO035,All Reads,UNIQUE,5,169310,102,10,0.018152,0.001797,,,
CAP41WGS_MO035,All Reads,UNIQUE,4,164256,64,10,0.01174,0.001468,,,
CAP41WGS_MO035,All Reads,UNIQUE,3,148757,43,9,0.00871,0.001328,,,
CAP41WGS_MO035,All Reads,UNIQUE,2,116883,21,9,0.005414,0.001181,,,
CAP41WGS_MO035,All Reads,UNIQUE,23,23610800,115728,9,0.147688,0.000434,,,
CAP41WGS_MO035,All Reads,UNIQUE,24,30464428,163524,9,0.161735,0.0004,,,
CAP41WGS_MO035,All Reads,UNIQUE,25,38195011,223319,9,0.176171,0.000373,,,
CAP41WGS_MO035,All Reads,UNIQUE,26,46511797,299206,9,0.193831,0.000354,,,
CAP41WGS_MO035,All Reads,UNIQUE,48,75098809,3174143,7,1.273532,0.000715,,,
CAP41WGS_MO035,All Reads,UNIQUE,47,77805265,3161129,7,1.224192,0.000689,,,
CAP41WGS_MO035,All Reads,UNIQUE,46,80500873,3138945,7,1.174896,0.000663,,,
CAP41WGS_MO035,All Reads,UNIQUE,45,83867340,3114368,7,1.118905,0.000634,,,
CAP41WGS_MO035,All Reads,UNIQUE,44,88231115,3082934,7,1.052831,0.0006,,,
CAP41WGS_MO035,All Reads,UNIQUE,43,93641152,3042762,7,0.979079,0.000561,,,
CAP41WGS_MO035,All Reads,UNIQUE,42,99687188,2997799,7,0.906107,0.000523,,,
CAP41WGS_MO035,All Reads,UNIQUE,41,105557564,2929943,7,0.836346,0.000489,,,
CAP41WGS_MO035,All Reads,UNIQUE,40,110526771,2842222,7,0.774831,0.00046,,,
CAP41WGS_MO035,All Reads,UNIQUE,39,114081347,2705974,7,0.714703,0.000434,,,
CAP41WGS_MO035,All Reads,UNIQUE,0,137628,2420,7,0.529816,0.01077,,,
CAP41WGS_MO035,All Reads,UNIQUE,38,116105623,2535201,8,0.657924,0.000413,,,
CAP41WGS_MO035,All Reads,UNIQUE,36,114484260,2095972,8,0.55164,0.000381,,,
CAP41WGS_MO035,All Reads,UNIQUE,35,110997872,1852261,8,0.50281,0.000369,,,
CAP41WGS_MO035,All Reads,UNIQUE,34,106580575,1611666,8,0.455631,0.000359,,,
CAP41WGS_MO035,All Reads,UNIQUE,33,101272012,1388089,8,0.412994,0.000351,,,
CAP41WGS_MO035,All Reads,UNIQUE,32,95175441,1173947,8,0.371655,0.000343,,,
CAP41WGS_MO035,All Reads,UNIQUE,31,88276440,975722,8,0.333041,0.000337,,,
CAP41WGS_MO035,All Reads,UNIQUE,30,80672875,797689,8,0.297936,0.000334,,,
CAP41WGS_MO035,All Reads,UNIQUE,29,72520266,646653,8,0.268676,0.000334,,,
CAP41WGS_MO035,All Reads,UNIQUE,28,63970372,508882,9,0.239693,0.000336,,,
CAP41WGS_MO035,All Reads,UNIQUE,27,55200587,393426,9,0.214751,0.000342,,,
CAP41WGS_MO035,All Reads,UNIQUE,37,116323554,2324064,8,0.602,0.000395,,,
CAP41WGS_MO035,All Reads,ALL,1,100510,25,9,0.003644,0.000729,,,
CAP41WGS_MO035,All Reads,UNIQUE,99,133,313,10,70.910254,4.008085,,,
CAP41WGS_MO035,All Reads,UNIQUE,100,339,3,3,0.266648,0.153949,,,
CAP41WGS_MO036,All Reads,UNIQUE,30,80672875,627867,8,0.322666,0.000407,,,
CAP41WGS_MO036,All Reads,UNIQUE,31,88276440,761492,8,0.35763,0.00041,,,
CAP41WGS_MO036,All Reads,UNIQUE,32,95175441,907142,8,0.395152,0.000415,,,
CAP41WGS_MO036,All Reads,UNIQUE,33,101272012,1066899,8,0.436765,0.000423,,,
CAP41WGS_MO036,All Reads,UNIQUE,34,106580575,1231198,8,0.478921,0.000432,,,
CAP41WGS_MO036,All Reads,UNIQUE,35,110997872,1407572,8,0.525738,0.000443,,,
CAP41WGS_MO036,All Reads,UNIQUE,36,114484260,1590365,8,0.575923,0.000457,,,
CAP41WGS_MO036,All Reads,UNIQUE,37,116323554,1754116,8,0.625179,0.000472,,,
CAP41WGS_MO036,All Reads,UNIQUE,38,116105623,1906319,8,0.6807,0.000493,,,
CAP41WGS_MO036,All Reads,UNIQUE,39,114081347,2025167,7,0.73597,0.000517,,,
CAP41WGS_MO036,All Reads,UNIQUE,40,110526771,2116501,7,0.793898,0.000546,,,
CAP41WGS_MO036,All Reads,UNIQUE,41,105557564,2171511,7,0.852877,0.000579,,,
CAP41WGS_MO036,All Reads,UNIQUE,42,99687188,2211360,7,0.919674,0.000618,,,
CAP41WGS_MO036,All Reads,UNIQUE,43,93641152,2229179,7,0.986943,0.000661,,,
CAP41WGS_MO036,All Reads,UNIQUE,44,88231115,2247358,7,1.056001,0.000704,,,
CAP41WGS_MO036,All Reads,UNIQUE,45,83867340,2267020,7,1.120666,0.000744,,,
CAP41WGS_MO036,All Reads,UNIQUE,46,80500873,2277894,7,1.173131,0.000777,,,
CAP41WGS_MO036,All Reads,UNIQUE,47,77805265,2279026,7,1.214378,0.000804,,,
CAP41WGS_MO036,All Reads,UNIQUE,48,75098809,2287722,7,1.262943,0.000835,,,
CAP41WGS_MO036,All Reads,UNIQUE,49,71799062,2274877,7,1.313569,0.000871,,,
CAP41WGS_MO036,All Reads,UNIQUE,50,67632983,2245512,6,1.376482,0.000919,,,
CAP41WGS_MO036,All Reads,UNIQUE,29,72520266,508675,8,0.2908,0.000408,,,
CAP41WGS_MO036,All Reads,UNIQUE,28,63970372,405521,9,0.262814,0.000413,,,
CAP41WGS_MO036,All Reads,ALL,0,137628,3403,7,0.365345,0.006263,,,
CAP41WGS_MO036,All Reads,UNIQUE,26,46511797,241771,9,0.215504,0.000438,,,
CAP41WGS_MO036,All Reads,UNIQUE,4,164256,45,9,0.011358,0.001693,,,
CAP41WGS_MO036,All Reads,UNIQUE,5,169310,88,10,0.021548,0.002297,,,
CAP41WGS_MO036,All Reads,UNIQUE,6,190654,176,10,0.038272,0.002885,,,
