Sample,ACCUMULATION_LEVEL,READS_USED,GC,WINDOWS,READ_STARTS,MEAN_BASE_QUALITY,NORMALIZED_COVERAGE,ERROR_BAR_WIDTH,SAMPLE,LIBRARY,READ_GROUP
CAP41WGS_MO030,All Reads,UNIQUE,43,93641152,3626674,7,0.984734,0.000517,,,
CAP41WGS_MO030,All Reads,UNIQUE,42,99687188,3540758,7,0.903096,0.00048,,,
CAP41WGS_MO030,All Reads,UNIQUE,41,105557564,3425961,7,0.825221,0.000446,,,
CAP41WGS_MO030,All Reads,UNIQUE,40,110526771,3293433,7,0.757632,0.000417,,,
CAP41WGS_MO030,All Reads,UNIQUE,39,114081347,3103173,7,0.691622,0.000393,,,
CAP41WGS_MO030,All Reads,UNIQUE,38,116105623,2887421,8,0.632316,0.000372,,,
CAP41WGS_MO030,All Reads,ALL,100,339,5,2,0.218561,0.097743,,,
CAP41WGS_MO030,All Reads,UNIQUE,37,116323554,2617564,8,0.572146,0.000354,,,
CAP41WGS_MO030,All Reads,UNIQUE,35,110997872,2049335,8,0.469435,0.000328,,,
CAP41WGS_MO030,All Reads,UNIQUE,34,106580575,1762469,8,0.420456,0.000317,,,
CAP41WGS_MO030,All Reads,UNIQUE,33,101272012,1498590,8,0.376245,0.000307,,,
CAP41WGS_MO030,All Reads,UNIQUE,32,95175441,1252175,8,0.334516,0.000299,,,
CAP41WGS_MO030,All Reads,UNIQUE,31,88276440,1026097,8,0.295543,0.000292,,,
CAP41WGS_MO030,All Reads,UNIQUE,30,80672875,825388,8,0.26014,0.000286,,,
CAP41WGS_MO030,All Reads,UNIQUE,29,72520266,652869,8,0.228899,0.000283,,,
CAP41WGS_MO030,All Reads,UNIQUE,28,63970372,503238,9,0.200019,0.000282,,,
CAP41WGS_MO030,All Reads,UNIQUE,27,55200587,381661,9,0.175797,0.000285,,,
CAP41WGS_MO030,All Reads,UNIQUE,26,46511797,283679,9,0.155075,0.000291,,,
CAP41WGS_MO030,All Reads,UNIQUE,36,114484260,2343423,8,0.520454,0.00034,,,
CAP41WGS_MO030,All Reads,UNIQUE,51,62773212,3721946,6,1.507554,0.000781,,,
CAP41WGS_MO030,All Reads,ALL,0,137628,2203,7,0.237197,0.005054,,,
CAP41WGS_MO030,All Reads,ALL,1,100510,24,7,0.003538,0.000722,,,
CAP41WGS_MO031,All Reads,ALL,74,1450253,695594,5,7.104838,0.008519,,,
CAP41WGS_MO031,All Reads,ALL,73,1761175,857574,5,7.212922,0.007789,,,
CAP41WGS_MO031,All Reads,ALL,72,2160214,1051140,5,7.207853,0.00703,,,
CAP41WGS_MO031,All Reads,ALL,71,2669917,1280618,5,7.104998,0.006278,,,
CAP41WGS_MO031,All Reads,ALL,70,3331053,1557529,5,6.926227,0.00555,,,
CAP41WGS_MO031,All Reads,ALL,69,4144924,1854050,5,6.625932,0.004866,,,
CAP41WGS_MO031,All Reads,ALL,68,5168154,2173619,5,6.23003,0.004226,,,
CAP41WGS_MO031,All Reads,ALL,67,6448434,2522684,5,5.794964,0.003649,,,
CAP41WGS_MO031,All Reads,ALL,66,7922087,2869241,6,5.364998,0.003167,,,
CAP41WGS_MO031,All Reads,ALL,65,9600303,3204204,6,4.943987,0.002762,,,
CAP41WGS_MO031,All Reads,ALL,64,11623423,3542378,6,4.514431,0.002399,,,
CAP41WGS_MO031,All Reads,ALL,63,14048460,3864230,6,4.074519,0.002073,,,
CAP41WGS_MO031,All Reads,ALL,62,16987338,4196353,6,3.659222,0.001786,,,
CAP41WGS_MO031,All Reads,ALL,61,20544801,4494326,6,3.240446,0.001529,,,
CAP41WGS_MO031,All Reads,ALL,60,24712094,4778609,6,2.864403,0.00131,,,
CAP41WGS_MO031,All Reads,ALL,59,29225947,5029636,6,2.549236,0.001137,,,
CAP41WGS_MO031,All Reads,ALL,58,33727560,5260801,6,2.310517,0.001007,,,
CAP41WGS_MO031,All Reads,ALL,57,37884218,5460503,6,2.135091,0.000914,,,
CAP41WGS_MO031,All Reads,ALL,56,41654980,5653005,6,2.010271,0.000846,,,
CAP41WGS_MO031,All Reads,ALL,55,45201564,5839637,6,1.913703,0.000792,,,
CAP41WGS_MO031,All Reads,ALL,54,48882375,6001033,6,1.818511,0.000742,,,
CAP41WGS_MO031,All Reads,ALL,75,1217720,565184,5,6.875188,0.009145,,,
CAP41WGS_MO031,All Reads,ALL,53,53057696,6159620,6,1.71968,0.000693,,,
CAP41WGS_MO031,All Reads,ALL,76,1047677,459532,5,6.497263,0.009585,,,
CAP41WGS_MO031,All Reads,ALL,78,817829,299825,5,5.430596,0.009918,,,
CAP41WGS_MO031,All Reads,ALL,99,133,332,10,36.976736,2.029362,,,
CAP41WGS_MO031,All Reads,ALL,98,328,1357,11,61.284145,1.663636,,,
CAP41WGS_MO031,All Reads,ALL,97,658,953,10,21.454043,0.694965,,,
CAP41WGS_MO031,All Reads,ALL,96,986,382,9,5.738899,0.293628,,,
CAP41WGS_MO031,All Reads,ALL,95,1701,506,8,4.406445,0.19589,,,
CAP41WGS_MO031,All Reads,ALL,94,3553,432,5,1.80107,0.086654,,,
CAP41WGS_MO031,All Reads,ALL,93,6255,560,4,1.326181,0.056041,,,
CAP41WGS_MO031,All Reads,ALL,92,9922,821,4,1.225705,0.042777,,,
CAP41WGS_MO031,All Reads,ALL,91,16609,1229,4,1.096101,0.031266,,,
CAP41WGS_MO031,All Reads,ALL,90,25762,2146,4,1.233935,0.026637,,,
CAP41WGS_MO031,All Reads,ALL,89,39446,3536,4,1.327857,0.02233,,,
CAP41WGS_MO031,All Reads,ALL,88,60854,6668,4,1.623112,0.019877,,,
CAP41WGS_MO031,All Reads,ALL,87,88181,11084,4,1.861931,0.017685,,,
CAP41WGS_MO031,All Reads,ALL,86,134431,18091,4,1.99345,0.014821,,,
CAP41WGS_MO031,All Reads,ALL,85,201005,30708,4,2.263012,0.012914,,,
CAP41WGS_MO031,All Reads,ALL,84,276592,48173,4,2.57992,0.011755,,,
CAP41WGS_MO031,All Reads,ALL,83,353190,72155,4,3.026218,0.011266,,,
CAP41WGS_MO031,All Reads,ALL,82,429147,102811,4,3.548752,0.011068,,,
CAP41WGS_MO031,All Reads,ALL,81,510873,139738,4,4.05176,0.010839,,,
CAP41WGS_MO031,All Reads,ALL,80,607258,183466,5,4.475324,0.010448,,,
CAP41WGS_MO031,All Reads,ALL,79,712822,239308,5,4.972998,0.010166,,,
CAP41WGS_MO031,All Reads,ALL,77,919915,372662,5,6.000805,0.00983,,,
CAP41WGS_MO031,All Reads,ALL,52,57747767,6307823,6,1.618029,0.000644,,,
CAP41WGS_MO031,All Reads,ALL,51,62773212,6475301,6,1.528015,0.0006,,,
CAP41WGS_MO031,All Reads,ALL,50,67632983,6567216,7,1.438351,0.000561,,,
CAP41WGS_MO031,All Reads,ALL,23,23610800,141600,9,0.088837,0.000236,,,
CAP41WGS_MO031,All Reads,ALL,22,17792869,94256,9,0.07847,0.000256,,,
CAP41WGS_MO031,All Reads,ALL,21,13036310,61274,9,0.069625,0.000281,,,
CAP41WGS_MO031,All Reads,ALL,20,9272096,38599,9,0.061665,0.000314,,,
CAP41WGS_MO031,All Reads,ALL,19,6421186,23935,10,0.055215,0.000357,,,
CAP41WGS_MO031,All Reads,ALL,18,4351124,14334,10,0.048799,0.000408,,,
CAP41WGS_MO031,All Reads,ALL,17,2903580,8693,10,0.044348,0.000476,,,
CAP41WGS_MO031,All Reads,ALL,16,1934534,4996,10,0.038255,0.000541,,,
CAP41WGS_MO031,All Reads,ALL,15,1295451,3167,10,0.036213,0.000643,,,
CAP41WGS_MO031,All Reads,ALL,14,882957,2142,10,0.035935,0.000776,,,
CAP41WGS_MO031,All Reads,ALL,13,625571,1320,10,0.031256,0.00086,,,
CAP41WGS_MO031,All Reads,ALL,12,476417,952,10,0.0296,0.000959,,,
CAP41WGS_MO031,All Reads,ALL,11,368095,805,9,0.032395,0.001142,,,
CAP41WGS_MO031,All Reads,ALL,10,302920,538,10,0.026309,0.001134,,,
CAP41WGS_MO031,All Reads,ALL,9,259590,389,10,0.022197,0.001125,,,
CAP41WGS_MO031,All Reads,ALL,8,232995,258,10,0.016403,0.001021,,,
CAP41WGS_MO031,All Reads,ALL,7,204746,205,10,0.014831,0.001036,,,
CAP41WGS_MO031,All Reads,ALL,6,190654,133,10,0.010334,0.000896,,,
CAP41WGS_MO031,All Reads,ALL,5,169310,58,9,0.005074,0.000666,,,
CAP41WGS_MO031,All Reads,ALL,4,164256,42,9,0.003788,0.000584,,,
CAP41WGS_MO031,All Reads,ALL,3,148757,28,8,0.002788,0.000527,,,
CAP41WGS_MO031,All Reads,ALL,24,30464428,207755,9,0.101018,0.000222,,,
CAP41WGS_MO031,All Reads,ALL,25,38195011,294575,9,0.114243,0.00021,,,
CAP41WGS_MO031,All Reads,ALL,26,46511797,413353,9,0.131644,0.000205,,,
CAP41WGS_MO031,All Reads,ALL,27,55200587,569530,9,0.152832,0.000203,,,
CAP41WGS_MO031,All Reads,ALL,49,71799062,6633048,7,1.368474,0.000531,,,
CAP41WGS_MO031,All Reads,ALL,48,75098809,6659172,7,1.313498,0.000509,,,
CAP41WGS_MO031,All Reads,ALL,47,77805265,6626405,7,1.261569,0.00049,,,
CAP41WGS_MO031,All Reads,ALL,46,80500873,6586580,7,1.211997,0.000472,,,
CAP41WGS_MO031,All Reads,ALL,45,83867340,6517057,7,1.151067,0.000451,,,
CAP41WGS_MO031,All Reads,ALL,44,88231115,6400845,7,1.074627,0.000425,,,
CAP41WGS_MO031,All Reads,ALL,43,93641152,6239200,7,0.986971,0.000395,,,
CAP41WGS_MO031,All Reads,ALL,42,99687188,6054047,7,0.899598,0.000366,,,
CAP41WGS_MO031,All Reads,ALL,41,105557564,5819830,7,0.816701,0.000339,,,
CAP41WGS_MO031,All Reads,ALL,40,110526771,5522602,7,0.740148,0.000315,,,
CAP41WGS_MO031,All Reads,ALL,100,339,5,2,0.21848,0.097707,,,
CAP41WGS_MO031,All Reads,ALL,39,114081347,5166866,7,0.670895,0.000295,,,
CAP41WGS_MO031,All Reads,ALL,37,116323554,4300155,8,0.547594,0.000264,,,
CAP41WGS_MO031,All Reads,ALL,36,114484260,3821567,8,0.494468,0.000253,,,
CAP41WGS_MO031,All Reads,ALL,35,110997872,3331935,8,0.444656,0.000244,,,
CAP41WGS_MO031,All Reads,ALL,34,106580575,2857250,8,0.397111,0.000235,,,
CAP41WGS_MO031,All Reads,ALL,33,101272012,2406294,8,0.351967,0.000227,,,
CAP41WGS_MO031,All Reads,ALL,32,95175441,1991757,8,0.309994,0.00022,,,
CAP41WGS_MO031,All Reads,ALL,31,88276440,1619595,8,0.271771,0.000214,,,
CAP41WGS_MO031,All Reads,ALL,30,80672875,1283909,8,0.235748,0.000208,,,
CAP41WGS_MO031,All Reads,ALL,29,72520266,1000039,8,0.204268,0.000204,,,
CAP41WGS_MO031,All Reads,ALL,28,63970372,761094,9,0.176239,0.000202,,,
CAP41WGS_MO031,All Reads,ALL,38,116105623,4757870,8,0.607018,0.000278,,,
CAP41WGS_MO031,All Reads,UNIQUE,0,137628,1846,7,0.428875,0.009982,,,
CAP41WGS_MO031,All Reads,ALL,1,100510,16,6,0.002358,0.00059,,,
CAP41WGS_MO031,All Reads,UNIQUE,2,116883,21,9,0.005745,0.001254,,,
CAP41WGS_MO031,All Reads,UNIQUE,74,1450253,308878,5,6.81003,0.012253,,,
CAP41WGS_MO031,All Reads,UNIQUE,73,1761175,376891,5,6.842567,0.011146,,,
CAP41WGS_MO031,All Reads,UNIQUE,72,2160214,456908,5,6.762975,0.010005,,,
CAP41WGS_MO031,All Reads,UNIQUE,71,2669917,552966,5,6.622264,0.008905,,,
CAP41WGS_MO031,All Reads,UNIQUE,70,3331053,671403,5,6.444772,0.007865,,,
CAP41WGS_MO031,All Reads,UNIQUE,69,4144924,799200,5,6.165165,0.006896,,,
CAP41WGS_MO031,All Reads,UNIQUE,68,5168154,938109,5,5.80395,0.005992,,,
CAP41WGS_MO031,All Reads,UNIQUE,67,6448434,1091290,5,5.411177,0.00518,,,
CAP41WGS_MO031,All Reads,UNIQUE,66,7922087,1245222,5,5.02589,0.004504,,,
CAP41WGS_MO031,All Reads,UNIQUE,65,9600303,1393539,6,4.641304,0.003932,,,
CAP41WGS_MO031,All Reads,UNIQUE,64,11623423,1547310,6,4.256465,0.003422,,,
CAP41WGS_MO031,All Reads,UNIQUE,63,14048460,1693252,6,3.853885,0.002962,,,
CAP41WGS_MO031,All Reads,UNIQUE,62,16987338,1844606,6,3.472035,0.002556,,,
CAP41WGS_MO031,All Reads,UNIQUE,61,20544801,1985566,6,3.090212,0.002193,,,
CAP41WGS_MO031,All Reads,UNIQUE,60,24712094,2119171,6,2.741967,0.001884,,,
CAP41WGS_MO031,All Reads,UNIQUE,59,29225947,2239702,6,2.450346,0.001637,,,
CAP41WGS_MO031,All Reads,UNIQUE,58,33727560,2351884,6,2.229651,0.001454,,,
CAP41WGS_MO031,All Reads,UNIQUE,57,37884218,2446301,6,2.064702,0.00132,,,
CAP41WGS_MO031,All Reads,UNIQUE,56,41654980,2533933,6,1.945065,0.001222,,,
CAP41WGS_MO031,All Reads,UNIQUE,55,45201564,2622170,6,1.854869,0.001145,,,
CAP41WGS_MO031,All Reads,UNIQUE,54,48882375,2695354,6,1.763069,0.001074,,,
CAP41WGS_MO031,All Reads,UNIQUE,75,1217720,255593,5,6.711311,0.013275,,,
CAP41WGS_MO031,All Reads,UNIQUE,76,1047677,209983,5,6.408591,0.013985,,,
CAP41WGS_MO031,All Reads,UNIQUE,77,919915,175865,5,6.112763,0.014576,,,
CAP41WGS_MO031,All Reads,UNIQUE,78,817829,144679,5,5.656513,0.014871,,,
CAP41WGS_MO031,All Reads,UNIQUE,100,339,3,2,0.282962,0.163368,,,
CAP41WGS_MO031,All Reads,UNIQUE,99,133,316,10,75.969849,4.273638,,,
CAP41WGS_MO031,All Reads,UNIQUE,98,328,1312,11,127.898607,3.53101,,,
CAP41WGS_MO031,All Reads,UNIQUE,97,658,910,10,44.220263,1.465887,,,
CAP41WGS_MO031,All Reads,UNIQUE,96,986,356,10,11.5446,0.611863,,,
CAP41WGS_MO031,All Reads,UNIQUE,95,1701,444,8,8.346117,0.396089,,,
CAP41WGS_MO031,All Reads,UNIQUE,94,3553,349,6,3.140769,0.168122,,,
CAP41WGS_MO031,All Reads,UNIQUE,93,6255,403,4,2.060077,0.10262,,,
CAP41WGS_MO031,All Reads,UNIQUE,92,9922,581,4,1.872331,0.077677,,,
CAP41WGS_MO031,All Reads,UNIQUE,91,16609,907,4,1.746102,0.057978,,,
CAP41WGS_MO031,All Reads,UNIQUE,53,53057696,2772242,6,1.670662,0.001003,,,
CAP41WGS_MO031,All Reads,UNIQUE,90,25762,1499,4,1.860492,0.048054,,,
CAP41WGS_MO031,All Reads,UNIQUE,88,60854,4441,4,2.333444,0.035015,,,
CAP41WGS_MO031,All Reads,UNIQUE,87,88181,7030,4,2.549096,0.030402,,,
CAP41WGS_MO031,All Reads,UNIQUE,86,134431,10874,4,2.5864,0.024803,,,
CAP41WGS_MO031,All Reads,UNIQUE,85,201005,17681,4,2.812586,0.021152,,,
CAP41WGS_MO031,All Reads,UNIQUE,84,276592,27167,4,3.140566,0.019054,,,
CAP41WGS_MO031,All Reads,UNIQUE,83,353190,38960,4,3.527089,0.017869,,,
CAP41WGS_MO031,All Reads,UNIQUE,82,429147,54246,4,4.041732,0.017353,,,
CAP41WGS_MO031,All Reads,UNIQUE,81,510873,71626,4,4.482947,0.016751,,,
CAP41WGS_MO031,All Reads,UNIQUE,80,607258,91649,4,4.8257,0.01594,,,
CAP41WGS_MO031,All Reads,UNIQUE,79,712822,117246,5,5.259237,0.015359,,,
CAP41WGS_MO031,All Reads,UNIQUE,89,39446,2420,4,1.961635,0.039876,,,
CAP41WGS_MO031,All Reads,ALL,2,116883,25,9,0.003168,0.000634,,,
CAP41WGS_MO031,All Reads,UNIQUE,52,57747767,2846623,6,1.576161,0.000934,,,
CAP41WGS_MO031,All Reads,UNIQUE,50,67632983,2975133,6,1.406545,0.000815,,,
CAP41WGS_MO031,All Reads,UNIQUE,23,23610800,93334,9,0.126396,0.000414,,,
CAP41WGS_MO031,All Reads,UNIQUE,22,17792869,63460,9,0.114041,0.000453,,,
CAP41WGS_MO031,All Reads,UNIQUE,21,13036310,42274,9,0.103687,0.000504,,,
CAP41WGS_MO031,All Reads,UNIQUE,20,9272096,27088,9,0.093412,0.000568,,,
CAP41WGS_MO031,All Reads,UNIQUE,19,6421186,17227,9,0.085783,0.000654,,,
CAP41WGS_MO031,All Reads,UNIQUE,18,4351124,10459,10,0.076859,0.000752,,,
CAP41WGS_MO031,All Reads,UNIQUE,17,2903580,6401,10,0.070489,0.000881,,,
CAP41WGS_MO031,All Reads,UNIQUE,16,1934534,3848,10,0.063601,0.001025,,,
CAP41WGS_MO031,All Reads,UNIQUE,15,1295451,2428,10,0.059929,0.001216,,,
CAP41WGS_MO031,All Reads,UNIQUE,14,882957,1653,10,0.05986,0.001472,,,
CAP41WGS_MO031,All Reads,UNIQUE,13,625571,1022,10,0.052237,0.001634,,,
CAP41WGS_MO031,All Reads,UNIQUE,12,476417,760,10,0.051007,0.00185,,,
CAP41WGS_MO031,All Reads,UNIQUE,11,368095,647,9,0.056202,0.00221,,,
CAP41WGS_MO031,All Reads,UNIQUE,10,302920,455,10,0.048027,0.002252,,,
CAP41WGS_MO031,All Reads,UNIQUE,9,259590,324,10,0.039908,0.002217,,,
CAP41WGS_MO031,All Reads,UNIQUE,8,232995,222,10,0.030466,0.002045,,,
CAP41WGS_MO031,All Reads,UNIQUE,7,204746,187,10,0.029203,0.002136,,,
CAP41WGS_MO031,All Reads,UNIQUE,6,190654,111,10,0.018616,0.001767,,,
CAP41WGS_MO031,All Reads,UNIQUE,5,169310,50,9,0.009443,0.001335,,,
CAP41WGS_MO031,All Reads,UNIQUE,4,164256,35,9,0.006813,0.001152,,,
CAP41WGS_MO031,All Reads,UNIQUE,3,148757,24,8,0.005159,0.001053,,,
CAP41WGS_MO031,All Reads,UNIQUE,24,30464428,133495,9,0.140113,0.000383,,,
CAP41WGS_MO031,All Reads,UNIQUE,25,38195011,185096,9,0.154952,0.00036,,,
CAP41WGS_MO031,All Reads,UNIQUE,26,46511797,252668,9,0.173697,0.000346,,,
CAP41WGS_MO031,All Reads,UNIQUE,27,55200587,337592,9,0.195548,0.000337,,,
CAP41WGS_MO031,All Reads,UNIQUE,49,71799062,3010269,7,1.340579,0.000773,,,
CAP41WGS_MO031,All Reads,UNIQUE,48,75098809,3022517,7,1.28689,0.00074,,,
CAP41WGS_MO031,All Reads,UNIQUE,47,77805265,3009192,7,1.23665,0.000713,,,
CAP41WGS_MO031,All Reads,UNIQUE,46,80500873,2993377,7,1.188958,0.000687,,,
CAP41WGS_MO031,All Reads,UNIQUE,45,83867340,2970314,7,1.13244,0.000657,,,
CAP41WGS_MO031,All Reads,UNIQUE,44,88231115,2933939,7,1.063249,0.000621,,,
CAP41WGS_MO031,All Reads,UNIQUE,43,93641152,2887991,7,0.986132,0.00058,,,
CAP41WGS_MO031,All Reads,UNIQUE,42,99687188,2837497,7,0.910127,0.00054,,,
CAP41WGS_MO031,All Reads,UNIQUE,41,105557564,2761826,7,0.83659,0.000503,,,
CAP41WGS_MO031,All Reads,UNIQUE,40,110526771,2660439,7,0.769647,0.000472,,,
CAP41WGS_MO031,All Reads,UNIQUE,51,62773212,2929455,6,1.49217,0.000872,,,
CAP41WGS_MO031,All Reads,UNIQUE,39,114081347,2519425,7,0.706143,0.000445,,,
CAP41WGS_MO031,All Reads,UNIQUE,37,116323554,2146200,8,0.589941,0.000403,,,
CAP41WGS_MO031,All Reads,UNIQUE,36,114484260,1926302,8,0.538003,0.000388,,,
CAP41WGS_MO031,All Reads,UNIQUE,35,110997872,1694246,8,0.488054,0.000375,,,
CAP41WGS_MO031,All Reads,UNIQUE,34,106580575,1472809,8,0.441849,0.000364,,,
CAP41WGS_MO031,All Reads,UNIQUE,33,101272012,1258900,8,0.397473,0.000354,,,
CAP41WGS_MO031,All Reads,UNIQUE,32,95175441,1057039,8,0.355117,0.000345,,,
CAP41WGS_MO031,All Reads,UNIQUE,31,88276440,874513,8,0.316758,0.000339,,,
CAP41WGS_MO031,All Reads,UNIQUE,30,80672875,710301,8,0.281527,0.000334,,,
CAP41WGS_MO031,All Reads,UNIQUE,29,72520266,566024,8,0.249564,0.000332,,,
CAP41WGS_MO031,All Reads,UNIQUE,28,63970372,441531,9,0.220693,0.000332,,,
CAP41WGS_MO031,All Reads,UNIQUE,38,116105623,2349022,8,0.646904,0.000422,,,
CAP41WGS_MO031,All Reads,UNIQUE,1,100510,14,6,0.004454,0.00119,,,
CAP41WGS_MO031,All Reads,ALL,0,137628,2631,7,0.283176,0.005521,,,
CAP41WGS_MO032,All Reads,ALL,2,116883,29,7,0.003676,0.000683,,,
CAP41WGS_MO032,All Reads,UNIQUE,29,72520266,680230,8,0.274808,0.000333,,,
CAP41WGS_MO032,All Reads,UNIQUE,30,80672875,844795,8,0.306801,0.000334,,,
CAP41WGS_MO032,All Reads,UNIQUE,31,88276440,1036277,8,0.343925,0.000338,,,
CAP41WGS_MO032,All Reads,UNIQUE,32,95175441,1245282,8,0.383332,0.000344,,,
CAP41WGS_MO032,All Reads,UNIQUE,33,101272012,1471298,8,0.425641,0.000351,,,
CAP41WGS_MO032,All Reads,UNIQUE,34,106580575,1711117,8,0.470364,0.00036,,,
CAP41WGS_MO032,All Reads,UNIQUE,35,110997872,1966160,8,0.518963,0.00037,,,
CAP41WGS_MO032,All Reads,UNIQUE,36,114484260,2226541,8,0.569793,0.000382,,,
CAP41WGS_MO032,All Reads,UNIQUE,37,116323554,2468136,8,0.621633,0.000396,,,
CAP41WGS_MO032,All Reads,UNIQUE,38,116105623,2687921,8,0.678259,0.000414,,,
CAP41WGS_MO032,All Reads,UNIQUE,39,114081347,2862587,7,0.735151,0.000435,,,
CAP41WGS_MO032,All Reads,UNIQUE,40,110526771,3004080,7,0.7963,0.000459,,,
CAP41WGS_MO032,All Reads,UNIQUE,41,105557564,3094142,7,0.858783,0.000488,,,
CAP41WGS_MO032,All Reads,UNIQUE,42,99687188,3158788,7,0.928354,0.000522,,,
CAP41WGS_MO032,All Reads,UNIQUE,43,93641152,3196766,7,1.000176,0.000559,,,
CAP41WGS_MO032,All Reads,UNIQUE,44,88231115,3230753,7,1.07279,0.000597,,,
CAP41WGS_MO032,All Reads,UNIQUE,45,83867340,3251933,7,1.136008,0.00063,,,
CAP41WGS_MO032,All Reads,UNIQUE,46,80500873,3269655,7,1.189964,0.000658,,,
CAP41WGS_MO032,All Reads,UNIQUE,47,77805265,3280918,7,1.235432,0.000682,,,
CAP41WGS_MO032,All Reads,UNIQUE,48,75098809,3283143,7,1.280823,0.000707,,,
CAP41WGS_MO032,All Reads,UNIQUE,49,71799062,3261893,7,1.331017,0.000737,,,
CAP41WGS_MO032,All Reads,UNIQUE,28,63970372,534867,9,0.244962,0.000335,,,
CAP41WGS_MO032,All Reads,UNIQUE,50,67632983,3215651,6,1.392974,0.000777,,,
CAP41WGS_MO032,All Reads,UNIQUE,27,55200587,413751,9,0.219598,0.000341,,,
CAP41WGS_MO032,All Reads,UNIQUE,25,38195011,229870,9,0.176323,0.000368,,,
CAP41WGS_MO032,All Reads,UNIQUE,4,164256,53,9,0.009453,0.001299,,,
CAP41WGS_MO032,All Reads,UNIQUE,5,169310,95,9,0.016439,0.001687,,,
CAP41WGS_MO032,All Reads,UNIQUE,6,190654,141,10,0.021667,0.001825,,,
CAP41WGS_MO032,All Reads,UNIQUE,7,204746,220,10,0.03148,0.002122,,,
CAP41WGS_MO032,All Reads,UNIQUE,8,232995,234,10,0.029424,0.001924,,,
CAP41WGS_MO032,All Reads,UNIQUE,9,259590,320,10,0.036116,0.002019,,,
CAP41WGS_MO032,All Reads,UNIQUE,10,302920,550,10,0.053195,0.002268,,,
CAP41WGS_MO032,All Reads,UNIQUE,11,368095,691,10,0.054998,0.002092,,,
CAP41WGS_MO032,All Reads,UNIQUE,12,476417,934,9,0.057437,0.001879,,,
CAP41WGS_MO032,All Reads,UNIQUE,13,625571,1224,10,0.057324,0.001639,,,
CAP41WGS_MO032,All Reads,UNIQUE,14,882957,1975,10,0.065533,0.001475,,,
CAP41WGS_MO032,All Reads,UNIQUE,15,1295451,3188,10,0.072099,0.001277,,,
CAP41WGS_MO032,All Reads,UNIQUE,16,1934534,4868,10,0.073724,0.001057,,,
CAP41WGS_MO032,All Reads,UNIQUE,17,2903580,8112,10,0.081852,0.000909,,,
CAP41WGS_MO032,All Reads,UNIQUE,18,4351124,13481,10,0.090772,0.000782,,,
CAP41WGS_MO032,All Reads,UNIQUE,19,6421186,21818,10,0.099548,0.000674,,,
CAP41WGS_MO032,All Reads,UNIQUE,20,9272096,34429,9,0.108788,0.000586,,,
CAP41WGS_MO032,All Reads,UNIQUE,21,13036310,53765,9,0.120831,0.000521,,,
CAP41WGS_MO032,All Reads,UNIQUE,22,17792869,80180,9,0.132024,0.000466,,,
CAP41WGS_MO032,All Reads,UNIQUE,23,23610800,117337,9,0.145598,0.000425,,,
CAP41WGS_MO032,All Reads,UNIQUE,24,30464428,166803,9,0.160414,0.000393,,,
CAP41WGS_MO032,All Reads,UNIQUE,26,46511797,312156,9,0.196626,0.000352,,,
CAP41WGS_MO032,All Reads,UNIQUE,51,62773212,3146172,6,1.468387,0.000828,,,
CAP41WGS_MO032,All Reads,UNIQUE,52,57747767,3055997,6,1.550423,0.000887,,,
CAP41WGS_MO032,All Reads,UNIQUE,53,53057696,2962263,6,1.635715,0.00095,,,
CAP41WGS_MO032,All Reads,UNIQUE,80,607258,93386,4,4.50548,0.014743,,,
CAP41WGS_MO032,All Reads,UNIQUE,81,510873,69889,4,4.008006,0.015161,,,
CAP41WGS_MO032,All Reads,UNIQUE,82,429147,52242,4,3.566533,0.015604,,,
CAP41WGS_MO032,All Reads,UNIQUE,83,353190,37430,4,3.104874,0.016048,,,
CAP41WGS_MO032,All Reads,UNIQUE,84,276592,25319,4,2.681881,0.016855,,,
CAP41WGS_MO032,All Reads,UNIQUE,85,201005,16667,4,2.429311,0.018817,,,
CAP41WGS_MO032,All Reads,UNIQUE,86,134431,10105,4,2.202264,0.021908,,,
CAP41WGS_MO032,All Reads,UNIQUE,87,88181,6154,4,2.044631,0.026064,,,
CAP41WGS_MO032,All Reads,UNIQUE,88,60854,3611,4,1.738485,0.028931,,,
CAP41WGS_MO032,All Reads,UNIQUE,89,39446,2081,4,1.545616,0.033882,,,
CAP41WGS_MO032,All Reads,UNIQUE,90,25762,1154,4,1.312377,0.038633,,,
CAP41WGS_MO032,All Reads,UNIQUE,91,16609,752,4,1.326499,0.048372,,,
CAP41WGS_MO032,All Reads,UNIQUE,92,9922,412,4,1.216552,0.059935,,,
CAP41WGS_MO032,All Reads,UNIQUE,93,6255,269,4,1.259962,0.076821,,,
CAP41WGS_MO032,All Reads,UNIQUE,94,3553,279,6,2.300602,0.137733,,,
CAP41WGS_MO032,All Reads,UNIQUE,95,1701,449,8,7.733473,0.364965,,,
CAP41WGS_MO032,All Reads,UNIQUE,96,986,314,9,9.330078,0.526527,,,
CAP41WGS_MO032,All Reads,UNIQUE,97,658,981,10,43.679297,1.394573,,,
CAP41WGS_MO032,All Reads,UNIQUE,98,328,1302,10,116.29731,3.223029,,,
CAP41WGS_MO032,All Reads,UNIQUE,99,133,320,10,70.490545,3.940541,,,
CAP41WGS_MO032,All Reads,UNIQUE,100,339,3,2,0.259271,0.14969,,,
CAP41WGS_MO032,All Reads,UNIQUE,79,712822,117941,5,4.847482,0.014115,,,
